"Date (MM/DD/YYYY)","Category","Amount","Note"
"11/03/2017","Income","200.0","Зрплтки часть"
"10/31/2017","Food","-13.56",""
"10/31/2017","Food","-12.14",""
"10/31/2017","Food","-10.18",""
"10/27/2017","Food","-15.06",""
"10/27/2017","Food","-6.85",""
"10/27/2017","Food","-5.66",""
"10/25/2017","Consumables","-23.63","проездной Ноябрь"
"10/25/2017","Food","-10.66",""
"10/25/2017","Food","-7.4",""
"10/25/2017","Food","-14.83",""
"10/22/2017","Bills","-165.0","квртплт за Ноябрь"
"10/21/2017","Bills","-2.44","Газ"
"10/20/2017","Food","-23.64",""
"10/20/2017","Food","-12.33",""
"10/20/2017","Food","-12.14",""
"10/20/2017","Food","-4.27",""
"10/20/2017","Food","-17.05",""
"10/20/2017","Food","-7.44",""
"10/14/2017","Income","100.0","аванс"
"10/10/2017","Food","-9.38",""
"10/10/2017","Food","-17.01",""
"10/10/2017","Food","-13.62",""
"10/10/2017","Food","-19.72",""
"10/10/2017","Food","-11.78",""
"10/10/2017","Food","-11.0",""
"10/01/2017","Bills","-165.0","квртплт за Октябрь"
"09/28/2017","Consumables","-23.63","проездной на Октябрь"
"09/28/2017","Food","-14.22",""
"09/28/2017","Food","-22.47",""
"09/27/2017","Income","1130.0","Зрплтк."
"09/24/2017","Food","-9.0","sim Multinet"
"09/24/2017","Food","-8.09",""
"09/24/2017","Bills","-2.26","газ"
"09/22/2017","Food","-9.98",""
"09/22/2017","Food","-12.11",""
"09/22/2017","Food","-18.87",""
"09/18/2017","Food","-19.51",""
"09/18/2017","Food","-14.73",""
"09/18/2017","Food","-12.35",""
"09/15/2017","Income","70.0","авансег"
"09/13/2017","Income","460.0","третья часть зарплаты "
"09/11/2017","Food","-15.79",""
"09/11/2017","Food","-16.4",""
"09/11/2017","Food","-23.54",""
"09/11/2017","Food","-11.44",""
"09/02/2017","Food","-23.93",""
"09/02/2017","Clothes","-27.01","три пары носков и трое трусов, MF"
"08/30/2017","Income","500.0","часть зарплаты"
"08/30/2017","Consumables","-23.63","пооездной на автобус, Сентябрь"
"08/30/2017","Food","-13.93",""
"08/30/2017","Food","-20.16",""
"08/29/2017","Bills","-584.03","Пеня за квартиру"
"08/28/2017","Bills","-165.0","квартплата за Сентябрь"
"08/25/2017","Food","-16.42",""
"08/25/2017","Food","-16.69",""
"08/25/2017","Food","-21.71",""
"08/25/2017","Food","-14.25",""
"08/25/2017","Food","-1.99",""
"08/25/2017","Food","-13.55",""
"08/25/2017","Food","-9.73",""
"08/25/2017","Bills","-15.0","интернет на Сентябрь"
"08/21/2017","Bills","-2.1","за газ"
"08/16/2017","Food","-11.13",""
"08/16/2017","Food","-18.01",""
"08/16/2017","Clothes","-11.2","Дождевик на работу"
"08/16/2017","Income","100.0","авансег"
"08/12/2017","Food","-14.93",""
"08/12/2017","Food","-7.76",""
"08/12/2017","Food","-19.86",""
"08/12/2017","Food","-12.09",""
"08/05/2017","Food","-9.4",""
"08/05/2017","Food","-23.29",""
"07/30/2017","Consumables","-33.11","Аўтобус і Метро за Augustus"
"07/30/2017","Bills","-0.04","пеня за газ?"
"07/30/2017","Food","-17.1",""
"07/30/2017","Food","-20.9",""
"07/30/2017","Food","-32.04",""
"07/30/2017","Food","-5.3",""
"07/29/2017","Bills","-165.0","квартплата за Август"
"07/26/2017","Consumables","-14.0","internet August"
"07/25/2017","Income","960.0","zrpltka"
"07/23/2017","Food","-15.87",""
"07/23/2017","Food","-13.31",""
"07/20/2017","Fun","-68.85","Сяоми музон"
"07/17/2017","Consumables","-3.41","шампунь"
"07/17/2017","Food","-18.41",""
"07/17/2017","Food","-17.7",""
"07/17/2017","Food","-26.92",""
"07/17/2017","Food","-10.72",""
"07/16/2017","Income","50.0","авансег"
"07/13/2017","Bills","-165.0","квартплата за Июль"
"07/12/2017","Consumables","-2.0","вода на работу"
"07/07/2017","Food","-8.82",""
"07/07/2017","Food","-9.72",""
"07/07/2017","Food","-25.84","памідоры ды гуркі і пайка шчэ"
"07/07/2017","Food","-11.63",""
"07/07/2017","Food","-10.69",""
"06/30/2017","Food","-22.44","пайка, памідоры і агуркі"
"06/30/2017","Food","-12.1","пайка"
"06/30/2017","Consumables","-1.95","средство для мытья стёкол"
"06/30/2017","Fun","-0.5","Православному просящему на кефир/батон не нашёл слов отказать."
"06/30/2017","Food","-0.61","бутылочка сыворотки Актуаль"
"06/29/2017","Consumables","-25.99","метро на Июль"
"06/29/2017","Consumables","-4.8","метро 8 поездок/жетонов"
"06/29/2017","Consumables","-23.63","Автобус Июль"
"06/29/2017","Income","900.0","зарплатка"
"06/29/2017","Med","-2.15","вода 6л для метилена"
"06/25/2017","Food","-18.81","пайка"
"06/25/2017","Food","-19.63","пайка"
"06/25/2017","Food","-12.61","пайка"
"06/25/2017","Food","-9.41","пайка и крем депиляционный"
"06/25/2017","Med","-2.43","methylene blue"
"06/24/2017","Consumables","-15.0","Інтернеты за Іюль"
"06/24/2017","Bills","-4.56","за газ дома"
"06/24/2017","Future Company","-32.0","Glue gun and ten glue stiks"
"06/18/2017","Food","-11.48","пайка"
"06/18/2017","Food","-8.54","пайка"
"06/18/2017","Food","-13.84","пайка"
"06/18/2017","Food","-33.12","пайка"
"06/18/2017","Consumables","-11.79","Парфюм \"Vodka BlackCurrant\" 100ml, Fairy."
"06/18/2017","Med","-10.02","хлоргексидина два балона и восемь пачек угля активированного."
"06/18/2017","Food","-26.3","пвйка"
"06/18/2017","Food","-8.33","пайка"
"06/18/2017","Food","-11.02","пайка"
"06/18/2017","Food","-9.88","пайка"
"06/18/2017","Consumables","-17.54","уплата таможне за шузы"
"06/15/2017","Income","50.0","Авансег"
"06/11/2017","Food","-23.97","пайка"
"06/11/2017","Food","-7.35","пайка"
"06/11/2017","Consumables","-6.33","мыло порошок, отбеливатель"
"06/06/2017","Bills","-2.26","Газ Апрель"
"06/05/2017","Food","-19.46","пайка"
"06/05/2017","Food","-14.14","пайка"
"06/05/2017","Food","-21.68","пайка"
"06/02/2017","Bills","-17.03","пошлина за линейку из китая"
"06/02/2017","Food","-10.88","пайка"
"06/02/2017","Food","-12.79","пайка"
"05/30/2017","Income","810.0","зрплтка"
"05/28/2017","Food","-12.71","пайка"
"05/28/2017","Food","-31.28","пайка"
"05/28/2017","Food","-32.29","пайка"
"05/27/2017","Consumables","-15.0","internet June"
"05/24/2017","Food","-11.62","пайка"
"05/24/2017","Consumables","-23.63","проездной Июнь"
"05/24/2017","Bills","-165.0","квртплка за Июнь положил под скатерть"
"05/22/2017","Food","-27.69","пвйка"
"05/22/2017","Food","-22.04","пайка"
"05/22/2017","Food","-7.72","пайка"
"05/15/2017","Income","100.0","авансег"
"05/15/2017","Food","-28.67","пайка"
"05/15/2017","Food","-18.23","пайка"
"05/15/2017","Food","-32.11","пайка"
"05/12/2017","Income","610.0","зрплтк"
"05/10/2017","Food","-32.89","пайка"
"05/10/2017","Food","-9.78","пайка"
"05/10/2017","Food","-13.0","пайка"
"05/10/2017","Food","-26.49","пайка"
"05/10/2017","Fun","-32.26","Кормил Бро и себя после Стражей Галактики, надеюсь в последний раз."
"05/07/2017","Consumables","-0.7","брату на проезд от замка, он видители забыл с карточки снять, а мороженным давиться от голода карточка нашлась😯 Нехватало чтобы при мне ещё контроллёры его штрафовали и меня стыдили."
"05/07/2017","Food","-19.0","Стражи Галактики два билета"
"05/02/2017","Food","-9.3","пайка"
"05/02/2017","Consumables","-23.63","Проездной на Май"
"05/02/2017","Food","-14.32","пайка"
"05/02/2017","Food","-18.82","пайка"
"04/30/2017","Income","200.0","выписка грит отпускные какие-то"
"04/25/2017","Consumables","-4.63","гель для душа і два кускі блатнога ванючага мыла па акцыі."
"04/25/2017","Food","-1.98","4 л Мінскай мінералкі"
"04/25/2017","Food","-9.48","пайка"
"04/25/2017","Food","-16.88","пайка"
"04/25/2017","Food","-36.42","пайка"
"04/25/2017","Food","-10.53","пайка"
"04/25/2017","Food","-13.07","Пайка"
"04/25/2017","Food","-16.76","\"Double Whisky\". Eau de toilette, made in France, Original."
"04/25/2017","Consumables","-2.0","Скідачная кардка у востраў чысціні, па ёй купіў дзешавейшы парфюм і далі парашка пачку, зааоўніў анкету."
"04/25/2017","Consumables","-15.0","интернет Май"
"04/24/2017","Clothes","-112.77","Shoes in BHFO"
"04/24/2017","Work","-5.2","шаблон для плитки на Али"
"04/19/2017","Bills","-165.0","квптплт за май"
"04/19/2017","Food","-38.44","Кормил бро на его Д.р в Лидо."
"04/19/2017","Food","-26.74","пайка"
"04/19/2017","Income","100.0","авансег был в ту пятницу оказвца"
"04/14/2017","Food","-13.22","пайка"
"04/14/2017","Food","-21.06","пайка"
"04/14/2017","Food","-12.27","пайка"
"04/14/2017","Food","-0.39","пакетик кофе 3/1 для обнуления мтб"
"04/10/2017","Food","-11.36","пайка"
"04/10/2017","Food","-24.78","пайка"
"04/10/2017","Food","-20.67","пайка"
"04/02/2017","Food","-16.75",""
"04/02/2017","Food","-7.38","пайка"
"04/02/2017","Consumables","-14.89","пропитка для куртки и крем для обуви"
"04/02/2017","Food","-8.24","пайка"
"04/01/2017","Food","-15.51","пайка"
"04/01/2017","Food","-20.26","пайка"
"03/30/2017","Food","-11.74","пайка"
"03/28/2017","Bills","-4.76","за газ в Рогачёве"
"03/28/2017","Food","-11.75","пайка"
"03/28/2017","Bills","-15.0","интернет"
"03/28/2017","Bills","-23.63","проездной Апрель"
"03/27/2017","Bills","-15.0","тупанул и кинул на телефон вместо нэта"
"03/27/2017","Food","-21.47","пайка"
"03/27/2017","Food","-14.37","пайка"
"03/27/2017","Food","-9.39","пайка"
"03/27/2017","Food","-30.05","пайка"
"03/25/2017","Income","830.0","зрплтк"
"03/24/2017","Bills","-165.0","квртплт за Апрель"
"03/22/2017","Food","-8.24","food"
"03/22/2017","Food","-11.3","food"
"03/22/2017","Food","-16.17","food"
"03/22/2017","Food","-5.21","food"
"03/16/2017","Income","100.0","авансег"
"03/16/2017","Food","-13.33","пайка"
"03/16/2017","Med","-1.81","хлоргекседин 100мл"
"03/14/2017","Food","-17.79","пайка"
"03/14/2017","Food","-17.73","пайка"
"03/14/2017","Food","-26.93","пайка"
"03/09/2017","Food","-79.0","Серебро"
"03/09/2017","Food","-20.43","пайка"
"03/06/2017","Income","710.0","зрплатка которая должна была быть 25.02 "
"03/06/2017","Food","-12.33","пайка"
"03/06/2017","Food","-18.59","пайка"
"03/06/2017","Food","-10.47","пайка"
"03/03/2017","Food","-15.84","пайка"
"03/03/2017","Food","-24.33","пайкп"
"02/27/2017","Food","-18.14","пайка"
"02/27/2017","Food","-13.27","пайка"
"02/27/2017","Food","-4.81","пайка"
"02/27/2017","Food","-14.87","пайка"
"02/23/2017","Consumables","-15.0","интернет Март"
"02/23/2017","Food","-17.83","пайка"
"02/21/2017","Food","-68.5","Hot blood 3.0"
"02/21/2017","Food","-16.12","пайка"
"02/21/2017","Bills","-165.0","квртплтка за март"
"02/19/2017","Food","-18.7","пайка"
"02/19/2017","Food","-16.99","пайка"
"02/19/2017","Food","-13.71","пайка"
"02/19/2017","Food","-25.1","пайка"
"02/19/2017","Food","-12.94","пайка"
"02/16/2017","Income","100.0","Авансег"
"02/12/2017","Food","-20.79","пайка"
"02/11/2017","Clothes","-41.16","Бомбер на e-bay"
"02/09/2017","Food","-16.2","пайка"
"02/07/2017","Food","-11.72","пайка"
"02/07/2017","Food","-16.92","пайка"
"02/06/2017","Food","-22.25","пайка"
"02/02/2017","Food","-16.6","пайка"
"01/29/2017","Food","-22.41","пайка"
"01/29/2017","Food","-18.61","пайка"
"01/29/2017","Food","-25.52","пайка"
"01/25/2017","Income","810.0","зрплтка"
"01/24/2017","Bills","-165.0","квртплтк зс Февраль"
"01/24/2017","Food","-12.25","пайка"
"01/24/2017","Food","-19.32","пайка"
"01/23/2017","Consumables","-15.0","интернет за Февраль"
"01/23/2017","Bills","-7.23","за газ с пенёй за декабрь с мтб кард"
"01/21/2017","Food","-20.74","пайка"
"01/21/2017","Food","-15.22","пайка"
"01/17/2017","Income","100.0","авансег"
"01/15/2017","Food","-14.4",""
"01/15/2017","Food","-27.21","пайка"
"01/15/2017","Food","-14.18","пайка, разбил блять десяток яиц в магазине но не требовали."
"01/15/2017","Food","-21.0","Royal Kebab x 2 and coffee x 2"
"01/12/2017","Food","-19.28","пайка"
"01/12/2017","Food","-24.11","пайка"
"01/12/2017","Food","-23.43","пайка"
"01/12/2017","Food","-17.01","пайка"
"01/04/2017","Consumables","-23.63","проездной Январь"
"12/30/2016","Food","-25.33","пайка"
"12/30/2016","Food","-24.11","пайка"
"12/30/2016","Food","-11.11","пайка"
"12/30/2016","Income","490.0","зарплатка"
"12/25/2016","Consumables","-37.0","interner January и проездной Январь"
"12/25/2016","Food","-16.29","пайка"
"12/25/2016","Food","-9.48","пайка"
"12/25/2016","Food","-4.87","пайка"
"12/25/2016","Med","-0.58","пластырь"
"12/25/2016","Food","-17.94","пайка"
"12/25/2016","Food","-17.98","пайка"
"12/25/2016","Food","-10.01","пайка"
"12/23/2016","Bills","-165.0","квартплата за январь"
"12/19/2016","Fun","-2.0","купил камеру на резинки для волос, но пусть полежит будет тюбинг с горки лететь 😵🙌😣"
"12/18/2016","Food","-17.37","пайка"
"12/18/2016","Food","-15.9","пайка"
"12/18/2016","Food","-18.77","пайка"
"12/18/2016","Food","-25.91","пайка"
"12/18/2016","Food","-15.9","пайка"
"12/18/2016","Food","-2.39","пайка"
"12/18/2016","Food","-38.81","заебсь цены да? пайка"
"12/18/2016","Income","100.0","авансег"
"12/08/2016","Food","-12.4","пайка"
"12/05/2016","Food","-13.51","пайка"
"12/05/2016","Food","-21.44","пайка"
"11/30/2016","Food","-26.08","пайка"
"11/30/2016","Food","-15.07","пайка"
"11/30/2016","Med","-1.81","хлоргексидин 1б"
"11/30/2016","Consumables","-22.5","проездной December"
"11/27/2016","Food","-26.52","пайка"
"11/27/2016","Food","-16.97","пайка"
"11/27/2016","Food","-21.23","пайка"
"11/27/2016","Food","-35.68","пайка"
"11/27/2016","Food","-15.29","пайка"
"11/26/2016","Consumables","-15.0","интернет Декабрь"
"11/25/2016","Income","700.0","зрплтк"
"11/23/2016","Bills","-165.0","квртплт Декабрь"
"11/19/2016","Income","100.0","avanseg"
"11/17/2016","Food","-14.46",""
"11/13/2016","Food","-4.47","пайка"
"11/13/2016","Food","-10.69","пайка"
"11/13/2016","Bills","-4.87","за газ за 09.2116"
"11/13/2016","Food","-23.77","пвйка"
"11/13/2016","Food","-11.45","пайка"
"11/13/2016","Food","-12.13","пайка"
"11/13/2016","Food","-10.74","пайка"
"11/06/2016","Food","-13.79","пайка"
"11/06/2016","Food","-21.95","пайка"
"11/06/2016","Food","-18.99","пайка"
"11/06/2016","Food","-26.78","пайка"
"11/06/2016","Consumables","-1.1","метро↕"
"11/06/2016","Food","-21.17","пайка"
"11/06/2016","Food","-17.9","пайка"
"11/01/2016","Consumables","-1.0","резинки для волос на Али за $ 0,55"
"10/28/2016","Consumables","-22.5","праяздны Ноябрь"
"10/27/2016","Consumables","-15.0","інтырнеты"
"10/25/2016","Income","900.0","зрплтк"
"10/21/2016","Food","-14.36","яйца, колбаса"
"10/21/2016","Food","-19.27","пилимешки, хлеб, тварог"
"10/19/2016","Food","-11.32","пайка"
"10/17/2016","Income","100.0","avanseg"
"10/16/2016","Food","-7.73","Еў з братам сасіскі і піў йогурт"
"10/16/2016","Food","-1.65","Піў йогурт у падарожжы на Жданы за курткай"
"10/16/2016","Med","-0.42","Т-бумага у Прасторы, чуць кішкі не парваў, і аказваецца яны на касе дабаўляюць шчэ НДС, т.е цана тавара не канчатковая."
"10/16/2016","Med","-0.5","Пасраў у пераходзе на Малінаўцы."
"10/16/2016","Food","-16.97","пельмешки и хлеб и пайка"
"10/15/2016","Food","-15.82","пайка і кофе"
"10/12/2016","Bills","-165.0","Ноябрь квртплт"
"10/12/2016","Bills","-330.0","квртплта Октябрь и Ноябрь"
"10/10/2016","Food","-13.75","пайка"
"10/10/2016","Food","-9.75","пайка"
"10/10/2016","Food","-4.66","три булки"
"10/09/2016","Clothes","-45.0","Urban camo pants with fleece"
"10/08/2016","Food","-11.08","пайка"
"10/08/2016","Food","-25.16","пайка"
"10/02/2016","Med","-3.44","2х хлоргекседин"
"10/02/2016","Food","-14.21","пвйка"
"10/02/2016","Food","-8.8","гвоздика по 8800 х 10п"
"09/28/2016","Food","-20.57","пайка і 2 НЛ прот/малыш"
"09/28/2016","Med","-1.48","крэм для твару"
"09/27/2016","Consumables","-15.0","internet"
"09/26/2016","Food","-2.0","на тел  098 обещали +250мб"
"09/26/2016","Consumables","-22.5","Октябрь автобус проездной"
"09/25/2016","Food","-30.01","пайка, кофе и доместос за 2,99р"
"09/25/2016","Food","-8.83","пайка и кофе"
"09/25/2016","Food","-17.0","пайка"
"09/20/2016","Food","-10.54","пайка"
"09/20/2016","Food","-15.96","пайка"
"09/20/2016","Food","-7.87","пайка"
"09/20/2016","Food","-4.62","пайка"
"09/14/2016","Income","4.0","Нашёл новогоднюю санта шапочку."
"09/13/2016","Food","-12.9","пайка"
"09/13/2016","Food","-6.43","пайка"
"09/09/2016","Food","-8.05","пайка"
"09/09/2016","Food","-8.95","пайка"
"09/08/2016","Food","-16.56","пайка"
"09/08/2016","Food","-2.08","мыло хоз"
"09/08/2016","Food","-25.63","пайка"
"09/04/2016","Food","-24.15","пайка"
"09/04/2016","Consumables","-6.8","мыло и порошок"
"09/04/2016","Income","900.0","зрплтк"
"09/01/2016","Food","-14.12","пайка и балон защиты обуви и ткани"
"08/31/2016","Bills","-9.92","за газ и чуть света"
"08/29/2016","Food","-11.15","пайка"
"08/29/2016","Food","-1.91","пайка"
"08/29/2016","Food","-23.52","пайка"
"08/28/2016","Consumables","-38.0","нэт Сентябрь и проездной Сентябрь"
"08/27/2016","Food","-20.94",""
"08/26/2016","Income","950.0","зрплтк"
"08/26/2016","Food","-22.5","проездной сентябрь"
"08/23/2016","Food","-11.4","пайка"
"08/23/2016","Bills","-165.0","квртплт за сентябрь"
"08/21/2016","Food","-29.93","пайка"
"08/19/2016","Consumables","-1.0","на сімкц с нэтом для проверки западла лайф"
"08/17/2016","Food","-11.07","пайка"
"08/15/2016","Food","-33.39","пайка"
"08/14/2016","Fun","-30.74","лідо бро"
"08/14/2016","Fun","-9.92","піца бро і кофе"
"08/14/2016","Food","-22.0","аегетарианская шаверма и сок duble"
"08/14/2016","Fun","-19.0","кино 2хбилета"
"08/12/2016","Food","-18.8","пайка"
"08/11/2016","Food","-12.82","пайка"
"08/11/2016","Food","-8.82","пайка"
"08/08/2016","Food","-12.42","пайка"
"08/05/2016","Consumables","-0.58","Атолино ехал из вет.приёмника"
"08/05/2016","Food","-12.77","пайка"
"08/05/2016","Bills","-165.0","квртплт за Август"
"08/03/2016","Food","-88.3","пайка"
"08/01/2016","Food","-10.3","пайка"
"07/31/2016","Food","-17.87","пайка"
"07/31/2016","Future Company","-3.6","белая светоотражающая лента на али"
"07/30/2016","Food","-22.69","пайка"
"07/30/2016","Food","-4.15","уголь в фильтры"
"07/29/2016","Food","-11.95","пайка "
"07/29/2016","Consumables","-3.0","просрал, не удалось автоматически подключить траффик."
"07/27/2016","Food","-9.03","пайка"
"07/25/2016","Income","870.0","зарплатка"
"07/25/2016","Consumables","-22.5","проездной Augustus"
"07/24/2016","Food","-12.7","пайка"
"07/24/2016","Consumables","-15.0","інтернет за август"
"07/24/2016","Med","-21.72","Enlarger"
"07/22/2016","Food","-11.51","пайка"
"07/22/2016","Food","-6.17","колбаса и гвоздика"
"07/22/2016","Food","-14.65","трубочки и орешки 900гр х 2"
"07/20/2016","Food","-10.93","пайка"
"07/18/2016","Food","-1.4","силиконовый крем"
"07/17/2016","Food","-6.38","пайка"
"07/17/2016","Food","-6.0","пячэнне"
"07/17/2016","Food","-1.1","метро туда-назад"
"07/16/2016","Food","-7.78","пайка"
"07/16/2016","Food","-14.34","пайка"
"07/16/2016","Food","-7.28","пайка"
"07/16/2016","Food","-6.16","пайка"
"07/15/2016","Income","100.08","аванс?"
"07/13/2016","Food","-8.39","пайка"
"07/11/2016","Food","-7.45","пайка"
"07/11/2016","Food","-33.4","пайка"
"07/08/2016","Food","-2.8","2б бычков конс."
"07/07/2016","Food","-11.65","пайка"
"07/05/2016","Med","-5.86","отбеливающий крем"
"07/05/2016","Food","-12.09","пайка"
"07/03/2016","Food","-23.63","напитки и беляши"
"07/03/2016","Clothes","-24.0","Шабета"
"07/03/2016","Consumables","-2.2","метро"
"07/03/2016","Food","-13.28","напитки и мыла"
"07/02/2016","Food","-14.91","стір парашок, крем ад сонца ігель для душа \"Dove\""
"07/02/2016","Food","-12.03","каўбассе"
"07/02/2016","Food","-16.4","пайка"
"07/02/2016","Food","-4.5","сыр и пячэнне"
"06/29/2016","Food","-18.5","пайка"
"06/28/2016","Food","-9.2","консервы"
"06/27/2016","Food","-12.5",""
"06/25/2016","Food","-16.0","пайка"
"06/25/2016","Consumables","-13.0","интернет июль"
"06/24/2016","Income","850.0","зрплтк"
"06/24/2016","Food","-10.2","пайка"
"06/22/2016","Food","-29.5","пайка"
"06/22/2016","Consumables","-22.5","проездной Июль"
"06/21/2016","Food","-6.0","консервы"
"06/21/2016","Bills","-165.0","квртплт за Июль"
"06/19/2016","Food","-13.9","пайка"
"06/19/2016","Food","-28.7","пайка"
"06/18/2016","Income","100.0","аванс?"
"06/17/2016","Food","-6.0","консервы"
"06/14/2016","Food","-5.9","two conserve meet"
"06/13/2016","Food","-23.8","пайка"
"06/10/2016","Food","-25.2","пайка"
"06/10/2016","Food","-9.2","сыр і цыкорій"
"06/08/2016","Food","-3.6","гвоздика"
"06/07/2016","Food","-18.4","пайка"
"06/07/2016","Food","-6.1","калбаска кетчуп"
"06/03/2016","Food","-9.8","3сыр - 25 и цикорий"
"06/02/2016","Food","-15.7","пайкв"
"06/02/2016","Consumables","-4.6","Два куска  мыла Dove"
"06/01/2016","Food","-1.1","мінералачка для абібочкі"
"05/30/2016","Food","-5.1","каўбассе"
"05/30/2016","Food","-22.4","пайка"
"05/29/2016","Consumables","-1.1","метро"
"05/29/2016","Food","-22.5","пайка у горадзі з братам"
"05/29/2016","Consumables","-16.0","Обложка на паспорт"
"05/29/2016","Consumables","-15.0","Интернет Июнь"
"05/26/2016","Income","980.0","Zarpltka"
"05/26/2016","Food","-10.0","цікорій і сыр походу уже 25 + консерва за 8т"
"05/26/2016","Food","-14.5","пайка"
"05/23/2016","Consumables","-22.5","проездной на Июнь"
"05/22/2016","Bills","-160.0","Татьяне за Июнь"
"05/22/2016","Med","-1.8","хлоргекседіна bottle"
"05/22/2016","Food","-25.6","пайка і мыла кусок"
"05/22/2016","Food","-4.9","каўбассе"
"05/17/2016","Food","-4.2","цикорий 3х14"
"05/15/2016","Food","-7.7","калбаска"
"05/15/2016","Food","-24.3","пайка стандартный набор который год назад стил 150"
"05/15/2016","Food","-17.3","пайка"
"05/15/2016","Income","20.0","отказался пользоваться стиралкой"
"05/10/2016","Clothes","-30.0","klapki zori"
"05/09/2016","Food","-12.1","пайка"
"05/09/2016","Food","-25.4","пайкяў"
"05/09/2016","Consumables","-2.8","toothpaste and cream"
"05/09/2016","Food","-6.0","каўбассе"
"05/06/2016","Food","-12.0","вкусншке"
"05/05/2016","Bills","-170.0","Татьяне за коморку, за Май перерлата 50 тыс"
"05/04/2016","Food","-22.9","пайка"
"05/01/2016","Food","-14.8",""
"05/01/2016","Food","-9.7","калбассе"
"05/01/2016","Food","-17.7","пайка"
"04/27/2016","Consumables","-18.0","интернет"
"04/27/2016","Income","360.0","часть зрплтки"
"04/26/2016","Consumables","-22.5","проездной на Май"
"04/26/2016","Food","-4.2","цикорий"
"04/25/2016","Food","-11.0","пайка"
"04/24/2016","Food","-10.0","пайка"
"04/24/2016","Food","-22.0","пайка"
"04/20/2016","Food","-15.3","пайкя"
"04/18/2016","Clothes","-63.1","Stelton jacket"
"04/18/2016","Food","-14.1","пайка"
"04/18/2016","Food","-4.2","колбаса варёная"
"04/16/2016","Food","-17.8","пайка и банка с завинчив.кршк"
"04/16/2016","Future Company","-81.3","DWT"
"04/15/2016","Food","-2.8","цикорий 2п"
"04/13/2016","Clothes","-5.0","плата Васе за то что он привезёт Дзори"
"04/10/2016","Food","-22.9","пайка"
"04/09/2016","Med","-61.5","BCAA, prot, one hot blood"
"04/09/2016","Med","-15.0","витамины с магнием"
"04/09/2016","Clothes","-5.0","пластмассовая молния в кожак"
"04/08/2016","Bills","-2.0","на телефон"
"04/07/2016","Food","-4.2","цикорий"
"04/03/2016","Food","-9.8","пайка"
"04/03/2016","Food","-17.5","пайка"
"03/28/2016","Food","-10.5","пайка"
"03/27/2016","Bills","-14.9","internet April"
"03/27/2016","Bills","-1.5","на лайф чтобэ сохранять трафег"
"03/27/2016","Bills","-5.0","пидары спиздили за игры в интрнте"
"03/27/2016","Consumables","-9.2","мыла і парапаппапарашок"
"03/27/2016","Food","-24.5","пайка"
"03/27/2016","Clothes","-60.0","19+7=26€ джинсики чёрн на ебау"
"03/25/2016","Consumables","-0.7","зажим для бумаг"
"03/24/2016","Food","-17.1","пайка"
"03/24/2016","Food","-10.1","пайка"
"03/23/2016","Consumables","-22.5","проездной на Апрель"
"03/23/2016","Food","-7.2","4 дес яиц"
"03/22/2016","Income","842.2","зрплтк"
"03/22/2016","Bills","-194.0","Татьяне за апрель"
"03/22/2016","Food","-20.9","пайка"
"03/20/2016","Clothes","-63.4","slip-on тапки на ебай"
"03/18/2016","Food","-10.0","пайка"
"03/16/2016","Food","-21.1","пайка"
"03/15/2016","Food","-10.1","крылынки/плечо и 2 сардины конс."
"03/13/2016","Food","-38.7","пайка"
"03/11/2016","Food","-11.4","пайка и вкусншк"
"03/10/2016","Clothes","-18.6","кимоно с ебай"
"03/10/2016","Food","-1.0","минералка"
"03/09/2016","Income","20.0","сэккономил купив рабочую форму за 200"
"03/07/2016","Consumables","-2.4","мыло dove и дегтярное"
"03/07/2016","Food","-17.6","пайка"
"03/07/2016","Clothes","-20.0","рабочиц костюм"
"03/06/2016","Clothes","-60.0","Джинсы на ебай"
"03/05/2016","Food","-6.2","рафинад творог яйца"
"03/04/2016","Food","-8.0","вкуснятке"
"03/04/2016","Food","-7.9","пайка"
"03/03/2016","Income","590.1","зрплт за февр"
"03/03/2016","Food","-10.8","вкуснчке анд пайкяў"
"03/01/2016","Food","-21.9","пайка"
"03/01/2016","Bills","-20.0","интернет"
"02/28/2016","Food","-20.1","пайка"
"02/26/2016","Income","220.4","Перв кусок зрплт😯"
"02/26/2016","Food","-7.9","пайка бёдршк"
"02/23/2016","Food","-7.4","укусьняжке на 23 лютага: эклерз. пячэнке анд тварожны прадукт з клубнічкай"
"02/22/2016","Food","-25.3","пайка"
"02/22/2016","Consumables","-22.5","проездной за Март"
"02/22/2016","Food","-10.2","пайка"
"02/21/2016","Income","60.0","купил 2п раб.обуви по 100, которая стоит по 400 экономия 600😯"
"02/21/2016","Clothes","-20.0","Джве пары рабочых бацінак"
"02/21/2016","Income","1.1","шнурки в рабочие ботинки из шнура сделал"
"02/19/2016","Bills","-194.0","Татьяне за Март"
"02/19/2016","Food","-12.8","бёдрышки и сыр"
"02/17/2016","Food","-9.7","горошек кукуруза и две пачки бёдрышек"
"02/16/2016","Food","-9.2","бёдрышки и 1б горош 12т кукуруза 12т"
"02/15/2016","Food","-22.6","пайкяў"
"02/12/2016","Food","-11.7","бедршк 2кг, пячэене и сыр"
"02/12/2016","Food","-21.9","пайкяў"
"02/09/2016","Food","-3.8","1кг бёдрышки кур"
"02/08/2016","Food","-28.2","пайка"
"02/08/2016","Income","10.0","хотел купить дешёвый шумомер для исслндований. Скачал прогу для андроид. Сэкономил $5"
